PRODUCT NAME,HSN CODE,UOM,MRP,COST,GST,RETAIL,WHOLESALE,SUPPLIER,RACK,INITIAL STK,STATUS
"PAWAN 4"" (12MM ROUND TOWER BOLT)SS",8302,PC,0,78,18%,113,105, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 4"" (9MM XYLO TOWER BOLT) ANT",8302,PC,0,72,18%,104,97, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 4"" (9MM XYLO TOWER BOLT) BLACK",8302,PC,0,80,18%,116,108, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 4"" (9MM XYLO) SS TOWER BOLT",8302,PC,0,60,18%,87,81, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 4"" BABY LATCH ANT (SQUARE MOD)",8302,PC,0,112,18%,162,151, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 4"" BABY LATCH SS (SQUARE MOD)",8302,PC,0,104,18%,151,140, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (12MM ROUND TOWER BOLT)SS",8302,PC,0,120,18%,174,162, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (12MM XYLO ANTIQ)TB-2025",8302,PC,0,144,18%,209,194, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (12MM XYLO T.BOLT) SS",8302,PC,0,168,18%,244,227, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (9MM XYLO TOWER BOLT) ANT",8302,PC,0,108,18%,157,146, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (9MM XYLO TOWER BOLT) BLACK",8302,PC,0,138,18%,200,186, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 6"" (9MM XYLO TOWER BOLT) SS",8302,PC,0,105,18%,152,142, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 8"" (12MM ROUND TOWER BOLT)SS",8302,PC,0,156,18%,227,211, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 8"" (12MM XYLO TOWER BOLT) ANT",8302,PC,0,240,18%,348,324, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 8"" (9MM XYLO TOWER BOLT) ANT",8302,PC,0,144,18%,209,194, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 8"" (9MM XYLO TOWER BOLT) BLACK",8302,PC,0,185,18%,268,250, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
"PAWAN 8"" (9MM XYLO TOWER BOLT) SS",8302,PC,0,140,18%,203,189, VARDHAMAN ENTERPRISES ,,1,AVAILABLE
VENITAS 10MM SILICON PROFILE-WW,9405,PC,0,120,18%,180,168, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS 16MM SILICON PROFILE-WW,9405,PC,0,195,18%,293,273, VENITAS LIGHTING CO ,,1,AVAILABLE
"VENITAS GL 7"" NEON",9405,PC,0,520,18%,780,728, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS GL ELISON GRILL B-22,9405,PC,0,520,18%,780,728, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS KESAR 2IN1 RGB+B22 HOLDER GATE,9405,PC,0,320,18%,480,448, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS SILICON PROFILE ADAPTER,9405,PC,0,55,18%,83,77, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITASS 15W+5W HYBIS GL 3IN1,9405,PC,0,600,18%,900,840, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITASS OPPO ELITE-B22 GATE LITE,9405,PC,0,320,18%,480,448, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS SILICON PROFILE CLIP 16MM,9405,PC,0,10,18%,15,14, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS NEON COB ADAPTER,9405,PC,0,120,18%,150,140, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITAS NEON COB ROPE LIGHT WW-40MTR,9405,PC,0,100,18%,150,140, VENITAS LIGHTING CO ,,1,AVAILABLE
VENITASS ERA GL-B22,9405,PC,0,560,18%,840,784, VENITAS LIGHTING CO ,,1,AVAILABLE
168B WL,9405,PC,0,370,18%,555,518, VISHNU IMPEX ,,1,AVAILABLE
2018/8+1 CL,9405,PC,0,3900,18%,5850,5460, VISHNU IMPEX ,,1,AVAILABLE
21757B 300+500M RGB HL,9405,PC,0,4090,18%,6135,5726, VISHNU IMPEX ,,1,AVAILABLE
9162-1CL WL,9405,PC,0,2030,18%,3045,2842, VISHNU IMPEX ,,1,AVAILABLE
9278-1CL+CR WL,9405,PC,0,1925,18%,2887,2695, VISHNU IMPEX ,,1,AVAILABLE
9374-1 WL,9405,PC,0,1850,18%,2775,2590, VISHNU IMPEX ,,1,AVAILABLE
9902 WL BIG,9405,PC,0,850,18%,1275,1190, VISHNU IMPEX ,,1,AVAILABLE
B332B WL,9405,PC,0,345,18%,518,483, VISHNU IMPEX ,,1,AVAILABLE
EUROPA F160IV CUPBOARD LOCK ,8301,PC,335,227,18%,329,307, WELMADE LOCKING SYSTEMS PVT LTD ,,1,AVAILABLE
EUROPA F155IV DRAWER LOCK,8301,PC,247,167,18%,243,226, WELMADE LOCKING SYSTEMS PVT LTD ,,1,AVAILABLE
GEBE1207-3IN1 300MM BK+GD,9405,PC,0,780,18%,1300,1170, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 400MM BK+GD,9405,PC,0,1300,18%,2200,1950, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 500MM BK+GD,9405,PC,0,1850,18%,3200,2775, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 600MM BK+GD,9405,PC,0,2900,18%,4800,4350, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 300MM GD+GD,9405,PC,0,780,18%,1300,1170, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 400MM GD+GD,9405,PC,0,1300,18%,2200,1950, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 500MM GD+GD,9405,PC,0,1850,18%,3200,2775, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-3IN1 600MM GD+GD,9405,PC,0,2900,18%,4800,4350, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 300MM BK+GD,9405,PC,0,1250,18%,2100,1875, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 400MM BK+GD,9405,PC,0,1600,18%,2700,2400, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 500MM BK+GD,9405,PC,0,2050,18%,3400,3075, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 600MM BK+GD,9405,PC,0,2600,18%,5200,4500, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 300MM GD+GD,9405,PC,0,1250,18%,2100,1875, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 400MM GD+GD,9405,PC,0,1600,18%,2700,2400, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 500MM GD+GD,9405,PC,0,2050,18%,3400,3075, JAY LIGHTS ,,1,AVAILABLE
GEBE1207-RGB ROTATE 600MM GD+GD,9405,PC,0,2600,18%,5200,4500, JAY LIGHTS ,,1,AVAILABLE
